,date,country,men_gold,men_silver,men_bronze,total_gold,total_silver,total_bronze,women_gold,women_silver,women_bronze,total_medals,men_total,women_total,Fencing,Judo,Skateboarding,Swimming,Canoe Slalom,Cycling Road,Cycling Mountain Bike,Diving,Rugby Sevens,Archery,Shooting,Artistic Gymnastics,Equestrian,Table Tennis,Cycling BMX Freestyle,Triathlon,Rowing,Athletics,Badminton,Tennis,Trampoline Gymnastics,Cycling BMX Racing,Sailing,Boxing,Golf,3x3 Basketball,Surfing,Cycling Track,Wrestling,Artistic Swimming,Weightlifting,Sport Climbing,Taekwondo,Canoe Sprint,Marathon Swimming,Hockey,Football,Volleyball,Breaking,Rhythmic Gymnastics,Beach Volleyball
130,2024-07-31,Azerbaijan,1,0,0,1,0,0,0,0,0,1,1,0,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,2024-07-31,Ecuador,1,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,
132,2024-07-31,Slovenia,1,0,0,1,0,0,0,0,0,1,1,0,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,2024-07-31,Serbia,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,2024-07-31,Uzbekistan,1,0,0,1,0,0,0,0,0,1,1,0,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,2024-07-31,Brazil,0,2,0,0,2,3,0,0,3,5,2,3,,"(0, 1, 1)","(0, 0, 1)",,,,,,,,,"(0, 0, 1)",,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,
136,2024-07-31,Hungary,0,2,0,0,2,1,0,0,1,3,2,1,"(0, 1, 1)",,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,2024-07-31,DPR Korea,0,2,0,0,1,0,0,0,0,1,2,0,,,,,,,,"(0, 1, 0)",,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,
138,2024-07-31,Poland,0,0,1,0,1,2,0,1,1,3,1,2,"(0, 0, 1)",,,,"(0, 1, 0)",,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,
139,2024-07-31,Kosovo,0,1,1,0,1,1,0,0,0,2,2,0,,"(0, 1, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,2024-07-31,Mexico,0,1,1,0,1,1,0,0,0,2,2,0,,"(0, 1, 0)",,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,2024-07-31,Switzerland,0,1,1,0,1,1,0,0,0,2,2,0,,,,,,,,,,,"(0, 0, 1)",,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,
142,2024-07-31,Türkiye,0,0,1,0,1,1,0,0,0,2,1,0,,,,,,,,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2024-07-31,Ukraine,0,1,0,0,1,1,0,0,1,2,1,1,"(0, 0, 1)",,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,2024-07-31,Fiji,0,1,0,0,1,0,0,0,0,1,1,0,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,2024-07-31,Mongolia,0,1,0,0,1,0,0,0,0,1,1,0,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,2024-07-31,Tunisia,0,1,0,0,1,0,0,0,0,1,1,0,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,2024-07-31,India,0,0,1,0,0,3,0,0,1,3,1,1,,,,,,,,,,,"(0, 0, 3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,2024-07-31,Spain,0,0,2,0,0,2,0,0,0,2,2,0,,"(0, 0, 1)",,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,
149,2024-07-31,Republic of Moldova,0,0,2,0,0,2,0,0,0,2,2,0,,"(0, 0, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,2024-07-31,Austria,0,0,1,0,0,1,0,0,0,1,1,0,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,2024-07-31,Egypt,0,0,1,0,0,1,0,0,0,1,1,0,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2024-07-31,Greece,0,0,1,0,0,1,0,0,0,1,1,0,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,2024-07-31,Slovakia,0,0,1,0,0,1,0,0,0,1,1,0,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,2024-07-31,Tajikistan,0,0,1,0,0,1,0,0,0,1,1,0,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2024-08-01,China,5,4,1,11,7,6,4,3,5,24,10,12,,"(0, 0, 1)",,"(1, 2, 4)",,,,"(3, 0, 0)",,"(0, 1, 0)","(4, 2, 0)","(0, 2, 1)",,"(1, 0, 0)","(1, 0, 0)",,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,
156,2024-08-01,United States,2,4,6,9,15,13,7,11,7,37,12,25,"(2, 1, 1)",,"(0, 1, 1)","(4, 10, 6)","(0, 0, 1)","(0, 0, 1)","(0, 1, 0)","(0, 1, 0)","(0, 0, 1)",,,"(2, 0, 2)",,,"(0, 1, 0)",,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,
157,2024-08-01,France,5,6,4,8,11,8,3,4,4,27,15,11,"(1, 4, 1)","(0, 2, 5)",,"(3, 1, 0)","(1, 1, 0)",,"(1, 1, 0)",,"(1, 0, 0)","(0, 1, 0)",,,"(0, 1, 0)",,"(0, 0, 1)","(1, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,
158,2024-08-01,Australia,0,4,1,8,6,4,8,1,3,18,5,12,,,,"(5, 5, 1)","(2, 0, 0)","(1, 0, 0)",,,,,"(0, 0, 1)",,"(0, 1, 0)",,"(0, 0, 1)",,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,
159,2024-08-01,Japan,6,2,2,8,3,5,2,1,2,16,10,5,"(1, 0, 1)","(3, 1, 3)","(2, 1, 0)","(0, 1, 0)",,,,,,,,"(2, 0, 0)","(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2024-08-01,Great Britain,4,5,1,6,7,7,1,2,5,20,10,8,,,,"(1, 2, 0)","(0, 1, 1)","(0, 1, 0)","(1, 0, 0)","(0, 1, 2)",,,"(1, 0, 0)",,"(1, 0, 1)",,"(0, 1, 0)","(1, 0, 1)","(1, 1, 2)",,,,,,,,,,,,,,,,,,,,,,,,
161,2024-08-01,Korea,3,0,2,6,3,3,3,2,0,12,5,5,"(2, 0, 0)","(0, 1, 1)",,"(0, 0, 1)",,,,,,"(2, 0, 0)","(2, 2, 0)",,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,
162,2024-08-01,Italy,3,4,4,5,7,4,2,3,0,16,11,5,"(1, 2, 1)","(1, 0, 0)",,"(2, 0, 2)","(1, 0, 0)","(0, 1, 0)",,,,,"(0, 2, 1)","(0, 1, 0)",,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,
163,2024-08-01,Canada,0,0,2,3,2,3,3,2,1,8,2,6,"(0, 0, 1)","(1, 0, 0)",,"(2, 1, 1)",,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,2024-08-01,Germany,1,0,0,2,2,2,0,2,2,6,1,4,,"(0, 1, 0)",,"(1, 0, 1)","(0, 1, 0)",,,,,,,,"(1, 0, 0)",,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,
165,2024-08-01,Netherlands,1,1,1,2,2,2,1,1,1,6,3,3,,,,"(0, 0, 2)",,,,,,,,,,,,,"(2, 2, 0)",,,,,,,,,,,,,,,,,,,,,,,,
166,2024-08-01,New Zealand,0,2,0,2,2,1,2,0,1,5,2,3,,,,,,,,,"(1, 0, 0)",,,,,,,"(0, 1, 0)","(1, 1, 1)",,,,,,,,,,,,,,,,,,,,,,,,
167,2024-08-01,Romania,2,0,1,2,1,1,0,1,0,4,3,1,,,,"(1, 0, 1)",,,,,,,,,,,,,"(1, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,
168,2024-08-01,"Hong Kong, China",1,0,0,2,0,2,1,0,2,4,1,3,"(2, 0, 0)",,,"(0, 0, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,2024-08-01,Azerbaijan,2,0,0,2,0,0,0,0,0,2,2,0,,"(2, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,2024-08-01,Hungary,1,2,0,1,2,1,0,0,1,4,3,1,"(0, 1, 1)",,,"(1, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,2024-08-01,Georgia,1,2,0,1,2,0,0,0,0,3,3,0,,"(1, 2, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,2024-08-01,South Africa,0,0,2,1,1,2,1,1,0,4,2,2,,,,"(1, 1, 0)",,,"(0, 0, 1)",,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,2024-08-01,Sweden,0,1,0,1,1,2,1,0,2,4,1,3,,"(0, 0, 1)",,"(1, 0, 0)",,,"(0, 0, 1)",,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,2024-08-01,Belgium,1,0,1,1,0,2,0,0,1,3,2,1,,"(0, 0, 1)",,,,"(1, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,2024-08-01,Ireland,1,0,1,1,0,2,0,0,1,3,2,1,,,,"(1, 0, 1)",,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,
176,2024-08-01,Kazakhstan,1,0,1,1,0,2,0,0,0,3,2,0,,"(1, 0, 1)",,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,2024-08-01,Croatia,0,0,1,1,0,1,1,0,0,2,1,1,,"(1, 0, 0)",,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,2024-08-01,Guatemala,0,0,1,1,0,1,1,0,0,2,1,1,,,,,,,,,,,"(1, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,2024-08-01,Uzbekistan,0,0,1,1,0,1,1,0,0,2,1,1,,"(1, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,2024-08-01,Argentina,1,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,
181,2024-08-01,Ecuador,1,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,
182,2024-08-01,Slovenia,1,0,0,1,0,0,0,0,0,1,1,0,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,2024-08-01,Serbia,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,2024-08-01,Brazil,0,2,0,0,3,3,0,1,3,6,2,4,,"(0, 1, 1)","(0, 0, 1)",,,,,,,,,"(0, 1, 1)",,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,
185,2024-08-01,DPR Korea,0,2,0,0,1,0,0,0,0,1,2,0,,,,,,,,"(0, 1, 0)",,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,
186,2024-08-01,Spain,0,0,3,0,1,3,0,1,0,4,3,1,,"(0, 0, 1)",,,"(0, 0, 1)",,,,,,,,,,,,,"(0, 1, 1)",,,,,,,,,,,,,,,,,,,,,,,
187,2024-08-01,Poland,0,0,1,0,1,2,0,1,1,3,1,2,"(0, 0, 1)",,,,"(0, 1, 0)",,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,
188,2024-08-01,Switzerland,0,0,1,0,1,2,0,1,1,3,1,2,,,,"(0, 0, 1)",,,,,,,"(0, 0, 1)",,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,
189,2024-08-01,Greece,0,1,1,0,1,1,0,0,0,2,2,0,,"(0, 0, 1)",,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,2024-08-01,Israel,0,0,1,0,1,1,0,1,0,2,1,1,,"(0, 1, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,2024-08-01,Kosovo,0,1,1,0,1,1,0,0,0,2,2,0,,"(0, 1, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,2024-08-01,Mexico,0,1,1,0,1,1,0,0,0,2,2,0,,"(0, 1, 0)",,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,2024-08-01,Türkiye,0,0,1,0,1,1,0,0,0,2,1,0,,,,,,,,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,2024-08-01,Ukraine,0,1,0,0,1,1,0,0,1,2,1,1,"(0, 0, 1)",,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,2024-08-01,Fiji,0,1,0,0,1,0,0,0,0,1,1,0,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,2024-08-01,Mongolia,0,1,0,0,1,0,0,0,0,1,1,0,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,2024-08-01,Tunisia,0,1,0,0,1,0,0,0,0,1,1,0,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,2024-08-01,India,0,0,1,0,0,3,0,0,1,3,1,1,,,,,,,,,,,"(0, 0, 3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,2024-08-01,Republic of Moldova,0,0,2,0,0,2,0,0,0,2,2,0,,"(0, 0, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,2024-08-01,Austria,0,0,1,0,0,1,0,0,0,1,1,0,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,2024-08-01,Egypt,0,0,1,0,0,1,0,0,0,1,1,0,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,2024-08-01,Portugal,0,0,1,0,0,1,0,0,0,1,1,0,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,2024-08-01,Slovakia,0,0,1,0,0,1,0,0,0,1,1,0,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,2024-08-01,Tajikistan,0,0,1,0,0,1,0,0,0,1,1,0,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,2024-08-02,China,6,5,3,13,9,9,4,3,6,31,14,13,,"(0, 0, 1)",,"(1, 2, 5)",,,,"(4, 0, 0)",,"(0, 1, 0)","(4, 2, 1)","(0, 2, 1)",,"(1, 0, 0)","(1, 0, 0)",,,"(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(0, 1, 1)",,,,,,,,,,,,,,,,,,,,
206,2024-08-02,France,8,7,6,11,12,13,3,4,6,36,21,13,"(1, 4, 1)","(1, 2, 6)",,"(4, 1, 1)","(1, 1, 0)",,"(1, 1, 0)",,"(1, 0, 0)","(0, 1, 0)",,,"(0, 1, 1)",,"(0, 0, 1)","(1, 0, 1)",,,,,,"(1, 1, 1)","(0, 0, 1)",,,,,,,,,,,,,,,,,,
207,2024-08-02,Australia,1,4,1,11,6,5,10,1,4,22,6,15,,,,"(7, 5, 1)","(2, 0, 0)","(1, 0, 0)",,,,,"(0, 0, 1)",,"(0, 1, 0)",,"(0, 0, 1)",,"(0, 0, 1)","(0, 0, 1)",,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,
