,date,country,men_gold,men_silver,men_bronze,total_gold,total_silver,total_bronze,women_gold,women_silver,women_bronze,total_medals,men_total,women_total,Fencing,Judo,Skateboarding,Swimming,Canoe Slalom,Cycling Road,Cycling Mountain Bike,Diving,Rugby Sevens,Archery,Shooting,Artistic Gymnastics,Equestrian,Table Tennis,Cycling BMX Freestyle,Triathlon,Rowing,Athletics,Badminton,Tennis,Trampoline Gymnastics,Cycling BMX Racing,Sailing,Boxing,Golf,3x3 Basketball,Surfing,Cycling Track,Wrestling,Artistic Swimming,Weightlifting,Sport Climbing,Taekwondo,Canoe Sprint,Marathon Swimming,Hockey,Football,Volleyball,Breaking,Rhythmic Gymnastics,Beach Volleyball
558,2024-08-07,Croatia,1,0,1,2,1,3,1,1,2,6,2,4,,"(1, 0, 0)",,,,,,,,,"(0, 0, 1)",,,,,,"(1, 0, 0)","(0, 0, 1)",,"(0, 1, 0)",,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,
559,2024-08-07,Cuba,2,0,2,2,1,2,0,1,0,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,"(1, 0, 1)",,,,,"(1, 1, 1)",,,,,,,,,,,,
560,2024-08-07,Azerbaijan,2,1,0,2,1,0,0,0,0,3,3,0,,"(2, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 1, 0)",,,,,,,,
561,2024-08-07,Belgium,2,0,1,2,0,3,0,0,2,5,3,2,,"(0, 0, 1)",,,,"(2, 0, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,2024-08-07,"Hong Kong, China",1,0,0,2,0,2,1,0,2,4,1,3,"(2, 0, 0)",,,"(0, 0, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,2024-08-07,Philippines,2,0,0,2,0,2,0,0,2,4,2,2,,,,,,,,,,,,"(2, 0, 0)",,,,,,,,,,,,"(0, 0, 2)",,,,,,,,,,,,,,,,,
564,2024-08-07,Serbia,1,0,0,2,0,0,0,0,0,2,1,0,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,
565,2024-08-07,Israel,1,1,1,1,4,1,0,3,0,6,3,3,,"(0, 2, 1)",,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,"(1, 1, 0)",,,,,,,,,,,,,,,,,,
566,2024-08-07,Kazakhstan,1,3,1,1,3,3,0,0,1,7,5,1,,"(1, 0, 1)",,,,,,,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,,,,,,"(0, 1, 1)",,,,,"(0, 1, 0)",,,,,,,,,,,,
567,2024-08-07,Jamaica,1,2,1,1,3,1,0,1,0,5,4,1,,,,,,,,,,,,,,,,,,"(1, 3, 1)",,,,,,,,,,,,,,,,,,,,,,,
568,2024-08-07,Switzerland,0,0,2,1,2,4,1,1,2,7,2,4,,,,"(0, 0, 1)",,,,,,,"(1, 0, 1)",,"(0, 1, 0)",,,"(0, 1, 0)","(0, 0, 1)",,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,
569,2024-08-07,Thailand,0,2,0,1,2,2,1,0,2,5,2,3,,,,,,,,,,,,,,,,,,,"(0, 1, 0)",,,,,"(0, 0, 1)",,,,,,,"(0, 1, 1)",,"(1, 0, 0)",,,,,,,,
570,2024-08-07,Georgia,1,2,1,1,2,1,0,0,0,4,4,0,,"(1, 2, 0)",,,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
571,2024-08-07,Denmark,1,0,0,1,2,0,0,1,0,3,1,1,,,,,,,,,,,,,"(0, 1, 0)",,,,,,"(1, 0, 0)",,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,
572,2024-08-07,Greece,1,1,4,1,1,5,0,0,1,7,6,1,,"(0, 0, 1)",,"(0, 1, 0)",,,,,,,,"(0, 0, 1)",,,,,"(0, 0, 2)","(1, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,
573,2024-08-07,Poland,0,0,1,1,1,4,1,1,3,6,1,5,"(0, 0, 1)",,,,"(0, 1, 0)",,,,,,,,,,,,"(0, 0, 1)",,,"(0, 0, 1)",,,,,,,,,,,,"(1, 0, 1)",,,,,,,,,
574,2024-08-07,Kenya,0,0,1,1,1,3,1,1,2,5,1,4,,,,,,,,,,,,,,,,,,"(1, 1, 3)",,,,,,,,,,,,,,,,,,,,,,,
575,2024-08-07,South Africa,0,0,2,1,1,2,1,1,0,4,2,2,,,,"(1, 1, 0)",,,"(0, 0, 1)",,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,2024-08-07,Chile,0,1,0,1,1,0,1,0,0,2,1,1,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,
577,2024-08-07,Ecuador,1,0,0,1,1,0,0,0,0,2,1,0,,,,,,,,,,,,,,,,,,"(1, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,
578,2024-08-07,Saint Lucia,1,1,0,1,1,0,0,0,0,2,2,0,,,,,,,,,,,,,,,,,,"(1, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,
579,2024-08-07,Uganda,1,0,0,1,1,0,0,1,0,2,1,1,,,,,,,,,,,,,,,,,,"(1, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,
580,2024-08-07,Chinese Taipei,1,0,2,1,0,4,0,0,2,5,3,2,,,,,,,,,,,"(0, 0, 1)","(0, 0, 1)",,,,,,,"(1, 0, 0)",,,,,"(0, 0, 2)",,,,,,,,,,,,,,,,,
581,2024-08-07,IR Iran,1,0,1,1,0,2,0,0,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1, 0, 1)",,,,"(0, 0, 1)",,,,,,,,
582,2024-08-07,Uzbekistan,0,0,2,1,0,2,1,0,0,3,2,1,,"(1, 0, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,2024-08-07,Czechia,0,0,1,1,0,1,0,0,0,2,1,0,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,
584,2024-08-07,Guatemala,0,0,1,1,0,1,1,0,0,2,1,1,,,,,,,,,,,"(1, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,2024-08-07,Norway,1,0,0,1,0,1,0,0,1,2,1,1,,,,,,,,,,,,,,,,,,"(1, 0, 0)",,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,
586,2024-08-07,Algeria,1,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,2024-08-07,Argentina,1,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,
588,2024-08-07,Bahrain,1,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,
589,2024-08-07,Dominica,1,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,
590,2024-08-07,Morocco,1,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,
591,2024-08-07,Slovenia,1,0,0,1,0,0,0,0,0,1,1,0,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,2024-08-07,DPR Korea,0,0,1,0,2,3,0,1,2,5,1,3,,,,,,,,"(0, 1, 1)",,,,,,"(0, 1, 0)",,,,,,,,,,"(0, 0, 1)",,,,,"(0, 0, 1)",,,,,,,,,,,,
593,2024-08-07,Armenia,0,2,1,0,2,1,0,0,0,3,3,0,,,,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,"(0, 1, 1)",,,,,,,,,,,,
594,2024-08-07,Mexico,0,1,0,0,2,1,0,1,1,3,1,2,,"(0, 1, 0)",,,,,,"(0, 1, 0)",,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,2024-08-07,Ethiopia,0,1,0,0,2,0,0,1,0,2,1,1,,,,,,,,,,,,,,,,,,"(0, 2, 0)",,,,,,,,,,,,,,,,,,,,,,,
596,2024-08-07,Kyrgyzstan,0,0,3,0,1,3,0,1,0,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 1, 3)",,,,,,,,,,,,
597,2024-08-07,Türkiye,0,0,1,0,1,3,0,0,2,4,1,2,,,,,,,,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,,,,,,,"(0, 0, 1)",,,,,"(0, 0, 1)",,,,,,,,,,,,
598,2024-08-07,Lithuania,0,1,1,0,1,2,0,0,1,3,2,1,,,,,,,,,,,,,,,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,
599,2024-08-07,Kosovo,0,1,1,0,1,1,0,0,0,2,2,0,,"(0, 1, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,2024-08-07,Tunisia,0,1,1,0,1,1,0,0,0,2,2,0,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,
601,2024-08-07,Colombia,0,1,0,0,1,0,0,0,0,1,1,0,,,,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,2024-08-07,Cyprus,0,1,0,0,1,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,
603,2024-08-07,Fiji,0,1,0,0,1,0,0,0,0,1,1,0,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,2024-08-07,Mongolia,0,1,0,0,1,0,0,0,0,1,1,0,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,2024-08-07,India,0,0,1,0,0,3,0,0,1,3,1,1,,,,,,,,,,,"(0, 0, 3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,2024-08-07,Tajikistan,0,0,3,0,0,3,0,0,0,3,3,0,,"(0, 0, 2)",,,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
607,2024-08-07,Dominican Republic,0,0,2,0,0,2,0,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 2)",,,,,,,,,,,,,,,,,
608,2024-08-07,Malaysia,0,0,2,0,0,2,0,0,0,2,2,0,,,,,,,,,,,,,,,,,,,"(0, 0, 2)",,,,,,,,,,,,,,,,,,,,,,
609,2024-08-07,Republic of Moldova,0,0,2,0,0,2,0,0,0,2,2,0,,"(0, 0, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,2024-08-07,Austria,0,0,1,0,0,1,0,0,0,1,1,0,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,2024-08-07,Cabo Verde,0,0,1,0,0,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
612,2024-08-07,Egypt,0,0,1,0,0,1,0,0,0,1,1,0,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,2024-08-07,Grenada,0,0,1,0,0,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,
614,2024-08-07,Indonesia,0,0,1,0,0,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,
615,2024-08-07,Peru,0,0,1,0,0,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,
616,2024-08-07,Portugal,0,0,1,0,0,1,0,0,0,1,1,0,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,2024-08-07,Slovakia,0,0,1,0,0,1,0,0,0,1,1,0,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,2024-08-07,Zambia,0,0,1,0,0,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,
619,2024-08-08,United States,10,14,17,30,38,35,19,19,17,103,41,55,"(2, 1, 1)",,"(0, 2, 1)","(8, 13, 7)","(0, 0, 1)","(1, 0, 1)","(0, 1, 0)","(0, 1, 0)","(0, 0, 1)","(0, 1, 1)","(1, 3, 1)","(3, 1, 6)","(0, 1, 0)",,"(0, 1, 0)","(0, 1, 0)","(1, 0, 1)","(9, 10, 8)",,"(0, 1, 1)",,,"(0, 0, 1)","(0, 0, 1)","(1, 0, 0)","(0, 0, 1)","(1, 0, 0)","(1, 0, 0)","(2, 0, 0)","(0, 1, 0)","(0, 0, 1)","(0, 0, 1)",,,,,,,,,
620,2024-08-08,China,14,10,7,29,25,19,11,13,11,73,31,35,,"(0, 0, 1)",,"(2, 3, 7)",,,,"(6, 2, 0)",,"(0, 1, 0)","(5, 2, 3)","(2, 5, 2)",,"(3, 1, 0)","(1, 0, 0)",,,"(1, 1, 1)","(2, 3, 0)","(1, 1, 0)","(0, 1, 1)",,,"(1, 1, 0)",,,,,"(0, 1, 3)","(1, 0, 0)","(3, 0, 0)","(0, 2, 0)","(0, 1, 1)","(1, 0, 0)",,,,,,,
621,2024-08-08,Australia,5,7,4,18,14,13,13,6,7,45,16,26,,,"(2, 0, 0)","(7, 8, 3)","(3, 0, 0)","(1, 0, 0)",,,,,"(0, 0, 1)",,"(0, 1, 0)",,"(0, 0, 1)",,"(0, 0, 1)","(1, 1, 4)",,"(1, 0, 0)",,"(1, 0, 0)","(1, 1, 0)","(0, 0, 2)",,,"(0, 1, 0)","(1, 0, 1)",,,,,,"(0, 1, 0)","(0, 1, 0)",,,,,,
622,2024-08-08,France,10,11,12,14,19,21,3,7,8,54,33,18,"(1, 4, 2)","(2, 2, 6)",,"(4, 1, 2)","(1, 2, 0)","(0, 1, 1)","(1, 1, 0)",,"(1, 0, 0)","(0, 1, 1)","(0, 1, 0)",,"(0, 1, 1)","(0, 0, 1)","(0, 0, 1)","(1, 0, 1)",,,,,,"(1, 1, 1)","(0, 1, 1)","(0, 2, 1)",,"(0, 1, 0)","(1, 0, 1)","(1, 0, 0)",,,,,"(0, 0, 1)",,,,,,,,
623,2024-08-08,Great Britain,5,14,5,13,17,21,6,3,11,51,24,20,,,"(0, 0, 1)","(1, 4, 0)","(0, 2, 2)","(0, 1, 0)","(1, 0, 0)","(0, 1, 3)",,,"(1, 1, 0)","(0, 0, 2)","(2, 0, 3)",,"(0, 1, 0)","(1, 0, 2)","(3, 2, 3)","(1, 2, 1)",,,"(1, 0, 0)",,"(1, 0, 1)","(0, 0, 1)","(0, 1, 0)",,,"(1, 2, 2)",,,,,,,,,,,,,
624,2024-08-08,Korea,5,2,3,13,8,7,7,4,2,28,10,13,"(2, 1, 0)","(0, 2, 3)",,"(0, 0, 1)",,,,,,"(5, 1, 1)","(3, 3, 0)",,,"(0, 0, 1)",,,,,"(1, 1, 0)",,,,,"(0, 0, 1)",,,,,,,,,"(2, 0, 0)",,,,,,,,
625,2024-08-08,Japan,10,3,4,13,7,13,3,2,7,33,17,12,"(2, 1, 2)","(3, 2, 3)","(2, 2, 0)","(0, 1, 0)",,,,,,,,"(3, 0, 1)","(0, 0, 1)","(0, 0, 1)",,,,,"(0, 0, 2)",,,,"(0, 1, 0)",,"(0, 0, 1)",,,,"(3, 0, 2)",,,,,,,,,,,,
626,2024-08-08,Netherlands,4,2,3,11,6,8,6,4,4,25,9,14,,,,"(0, 0, 2)",,"(0, 1, 0)",,,,,,,"(0, 0, 1)",,,,"(4, 3, 1)","(1, 0, 2)",,,,"(0, 1, 0)","(2, 0, 2)",,,"(1, 0, 0)",,"(1, 1, 0)",,,,,,,"(1, 0, 0)","(1, 0, 0)",,,,,
627,2024-08-08,Italy,3,8,7,10,11,9,5,3,2,30,18,10,"(1, 3, 1)","(1, 0, 0)",,"(2, 1, 2)","(1, 0, 0)","(0, 1, 0)",,,,,"(1, 2, 1)","(1, 1, 1)",,,,,"(0, 2, 0)","(0, 0, 1)",,"(1, 0, 1)",,,"(2, 0, 0)",,,,,"(0, 0, 1)",,,,,,"(0, 1, 0)","(0, 0, 1)",,,,,,
628,2024-08-08,Germany,3,2,2,9,8,5,1,4,3,22,7,8,,"(0, 1, 0)",,"(1, 0, 1)","(0, 1, 1)",,,,,"(0, 1, 0)",,,"(4, 1, 0)",,,"(1, 0, 0)","(1, 0, 1)","(0, 2, 0)",,,,,,"(0, 0, 1)",,"(1, 0, 0)",,"(0, 0, 1)",,,,,,"(1, 1, 0)",,"(0, 1, 0)",,,,,
629,2024-08-08,Canada,1,1,4,6,5,10,5,4,5,21,6,14,"(0, 0, 1)","(1, 0, 0)",,"(3, 2, 3)",,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,,"(0, 1, 0)","(2, 0, 1)",,"(0, 0, 1)","(0, 0, 1)",,,"(0, 0, 1)",,,,,,,"(0, 1, 0)",,"(0, 0, 1)",,,,,,,,
630,2024-08-08,New Zealand,1,3,0,5,6,2,4,3,1,13,4,8,,,,,"(1, 0, 0)",,,,"(1, 0, 0)",,,,,,,"(0, 1, 0)","(1, 2, 1)",,,,,,"(0, 1, 1)",,,,,"(1, 2, 0)",,,,,,"(1, 0, 0)",,,,,,,
631,2024-08-08,Ireland,3,0,2,4,0,3,1,0,1,7,5,2,,,,"(1, 0, 2)",,,,,,,,"(1, 0, 0)",,,,,"(1, 0, 1)",,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,
632,2024-08-08,Romania,2,0,1,3,4,1,1,4,0,8,3,5,,,,"(1, 0, 1)",,,,,,,,,,,,,"(2, 3, 0)",,,,,,,,,,,,,,"(0, 1, 0)",,,,,,,,,,
633,2024-08-08,Ukraine,1,3,2,3,3,4,2,0,2,10,6,4,"(1, 0, 1)",,,,,,,,,,"(0, 1, 0)","(0, 1, 0)",,,,,,"(1, 0, 2)",,,,,,"(1, 0, 0)",,,,,"(0, 1, 1)",,,,,,,,,,,,
634,2024-08-08,Hungary,3,3,0,3,3,3,0,0,3,9,6,3,"(1, 1, 1)",,,"(2, 1, 0)",,,,,,,"(0, 0, 1)",,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,
635,2024-08-08,Sweden,1,2,0,3,3,3,2,1,2,9,3,5,,"(0, 0, 1)",,"(2, 0, 0)",,,"(0, 0, 1)",,,,"(0, 1, 0)",,,"(0, 1, 0)",,,,"(1, 0, 0)",,,,,"(0, 1, 1)",,,,,,,,,,,,,,,,,,
636,2024-08-08,Uzbekistan,2,0,2,3,0,2,1,0,0,5,4,1,,"(1, 0, 2)",,,,,,,,,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,"(1, 0, 0)",,,,,,,,
637,2024-08-08,Brazil,0,2,3,2,5,8,2,3,4,15,5,9,,"(1, 1, 2)","(0, 0, 2)",,,,,,,,,"(1, 2, 1)",,,,,,"(0, 1, 0)",,,,,,"(0, 0, 1)",,,"(0, 1, 1)",,,,,,"(0, 0, 1)",,,,,,,,
638,2024-08-08,Spain,1,1,6,2,3,8,0,2,1,13,8,3,,"(0, 0, 1)",,,"(0, 0, 1)",,,,,,,,,,,,,"(1, 1, 1)",,"(0, 1, 1)",,,"(1, 0, 0)","(0, 0, 1)",,"(0, 1, 0)",,,,"(0, 0, 1)",,,,"(0, 0, 2)",,,,,,,
639,2024-08-08,IR Iran,2,1,1,2,2,2,0,1,1,6,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2, 1, 1)",,,,"(0, 1, 1)",,,,,,,,
640,2024-08-08,Croatia,1,0,1,2,1,3,1,1,2,6,2,4,,"(1, 0, 0)",,,,,,,,,"(0, 0, 1)",,,,,,"(1, 0, 0)","(0, 0, 1)",,"(0, 1, 0)",,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,
641,2024-08-08,Cuba,2,0,3,2,1,3,0,1,0,6,5,1,,,,,,,,,,,,,,,,,,,,,,,,"(1, 0, 1)",,,,,"(1, 1, 2)",,,,,,,,,,,,
642,2024-08-08,Azerbaijan,2,1,1,2,1,1,0,0,0,4,4,0,,"(2, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,"(0, 1, 0)",,,,,,,,
643,2024-08-08,Belgium,2,0,2,2,0,4,0,0,2,6,4,2,,"(0, 0, 1)",,,,"(2, 0, 2)",,,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,
644,2024-08-08,"Hong Kong, China",1,0,0,2,0,2,1,0,2,4,1,3,"(2, 0, 0)",,,"(0, 0, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,2024-08-08,Philippines,2,0,0,2,0,2,0,0,2,4,2,2,,,,,,,,,,,,"(2, 0, 0)",,,,,,,,,,,,"(0, 0, 2)",,,,,,,,,,,,,,,,,
646,2024-08-08,Indonesia,2,0,0,2,0,1,0,0,1,3,2,1,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,"(1, 0, 0)","(1, 0, 0)",,,,,,,,,
647,2024-08-08,Serbia,1,0,0,2,0,0,0,0,0,2,1,0,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,
648,2024-08-08,Israel,1,1,1,1,4,1,0,3,0,6,3,3,,"(0, 2, 1)",,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,"(1, 1, 0)",,,,,,,,,,,,,,,,,,
649,2024-08-08,Kazakhstan,1,3,1,1,3,3,0,0,1,7,5,1,,"(1, 0, 1)",,,,,,,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,,,,,,"(0, 1, 1)",,,,,"(0, 1, 0)",,,,,,,,,,,,
650,2024-08-08,Jamaica,1,2,2,1,3,2,0,1,0,6,5,1,,,,,,,,,,,,,,,,,,"(1, 3, 2)",,,,,,,,,,,,,,,,,,,,,,,
651,2024-08-08,Thailand,0,3,0,1,3,2,1,0,2,6,3,3,,,,,,,,,,,,,,,,,,,"(0, 1, 0)",,,,,"(0, 0, 1)",,,,,,,"(0, 2, 1)",,"(1, 0, 0)",,,,,,,,
652,2024-08-08,Switzerland,0,0,2,1,2,4,1,1,2,7,2,4,,,,"(0, 0, 1)",,,,,,,"(1, 0, 1)",,"(0, 1, 0)",,,"(0, 1, 0)","(0, 0, 1)",,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,
653,2024-08-08,Denmark,1,0,1,1,2,1,0,1,0,4,2,1,,,,,,,,,,,,,"(0, 1, 0)",,,,,,"(1, 0, 0)",,,,"(0, 1, 0)",,,,,,"(0, 0, 1)",,,,,,,,,,,,
654,2024-08-08,Georgia,1,2,1,1,2,1,0,0,0,4,4,0,,"(1, 2, 0)",,,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
655,2024-08-08,Ecuador,1,0,0,1,2,0,0,1,0,3,1,1,,,,,,,,,,,,,,,,,,"(1, 1, 0)",,,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,
656,2024-08-08,Greece,1,1,4,1,1,5,0,0,1,7,6,1,,"(0, 0, 1)",,"(0, 1, 0)",,,,,,,,"(0, 0, 1)",,,,,"(0, 0, 2)","(1, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,
657,2024-08-08,Poland,0,0,1,1,1,4,1,1,3,6,1,5,"(0, 0, 1)",,,,"(0, 1, 0)",,,,,,,,,,,,"(0, 0, 1)",,,"(0, 0, 1)",,,,,,,,,,,,"(1, 0, 1)",,,,,,,,,
658,2024-08-08,Kenya,0,0,1,1,1,3,1,1,2,5,1,4,,,,,,,,,,,,,,,,,,"(1, 1, 3)",,,,,,,,,,,,,,,,,,,,,,,
659,2024-08-08,South Africa,0,0,2,1,1,2,1,1,0,4,2,2,,,,"(1, 1, 0)",,,"(0, 0, 1)",,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,2024-08-08,Argentina,1,0,0,1,1,0,0,0,0,2,1,0,,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,
661,2024-08-08,Chile,0,1,0,1,1,0,1,0,0,2,1,1,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,
662,2024-08-08,Saint Lucia,1,1,0,1,1,0,0,0,0,2,2,0,,,,,,,,,,,,,,,,,,"(1, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,
663,2024-08-08,Uganda,1,0,0,1,1,0,0,1,0,2,1,1,,,,,,,,,,,,,,,,,,"(1, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,
664,2024-08-08,Chinese Taipei,1,0,2,1,0,5,0,0,3,6,3,3,,,,,,,,,,,"(0, 0, 1)","(0, 0, 1)",,,,,,,"(1, 0, 0)",,,,,"(0, 0, 2)",,,,,,,"(0, 0, 1)",,,,,,,,,,
665,2024-08-08,Bulgaria,1,0,2,1,0,3,0,0,1,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,"(1, 0, 0)",,"(0, 0, 1)",,"(0, 0, 1)",,,,,,,,
666,2024-08-08,Austria,1,0,1,0,0,1,0,0,0,1,2,0,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,
667,2024-08-08,Czechia,0,0,1,1,0,1,0,0,0,2,1,0,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,
668,2024-08-08,Guatemala,0,0,1,1,0,1,1,0,0,2,1,1,,,,,,,,,,,"(1, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,2024-08-08,Morocco,1,0,1,1,0,1,0,0,0,2,2,0,,,,,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,
670,2024-08-08,Norway,1,0,0,1,0,1,0,0,1,2,1,1,,,,,,,,,,,,,,,,,,"(1, 0, 0)",,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,
671,2024-08-08,Algeria,1,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,2024-08-08,Botswana,1,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,
673,2024-08-08,Bahrain,1,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,
674,2024-08-08,Dominica,1,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,
675,2024-08-08,Pakistan,1,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,
